"pubid","year","volfreq","volreasn","groupmeet","donate","donateamt"
6536,2005,2,3,1,1,2
6536,2007,2,3,1,0,NA
6536,2011,NA,NA,NA,NA,NA
6536,2013,1,NA,1,0,NA
6537,2005,1,NA,1,0,NA
6537,2007,NA,NA,NA,NA,NA
6537,2011,NA,NA,NA,NA,NA
6537,2013,1,NA,1,0,NA
6538,2005,2,3,1,1,1
6538,2007,3,3,1,1,2
6538,2011,NA,NA,NA,NA,NA
6538,2013,NA,NA,NA,NA,NA
6539,2005,NA,NA,1,1,1
6539,2007,NA,NA,NA,NA,NA
6539,2011,1,NA,1,0,NA
6539,2013,1,NA,1,1,1
6540,2005,1,NA,1,0,NA
6540,2007,NA,NA,NA,NA,NA
6540,2011,NA,NA,NA,NA,NA
6540,2013,NA,NA,NA,NA,NA
6541,2005,NA,NA,NA,NA,NA
6541,2007,NA,NA,NA,NA,NA
6541,2011,NA,NA,NA,NA,NA
6541,2013,NA,NA,NA,NA,NA
6542,2005,1,NA,1,1,1
6542,2007,1,NA,1,1,1
6542,2011,1,NA,1,0,NA
6542,2013,1,NA,1,0,NA
6543,2005,3,2,4,0,NA
6543,2007,3,2,1,0,NA
6543,2011,4,3,2,0,NA
6543,2013,4,3,1,0,NA
6544,2005,1,NA,1,1,1
6544,2007,1,NA,1,0,NA
6544,2011,2,3,2,0,NA
6544,2013,2,3,2,1,2
6545,2005,NA,NA,NA,NA,NA
6545,2007,2,3,1,0,NA
6545,2011,1,NA,2,0,NA
6545,2013,4,3,2,0,NA
6546,2005,1,NA,1,0,NA
6546,2007,NA,NA,NA,NA,NA
6546,2011,1,NA,1,0,NA
6546,2013,2,3,2,1,1
6547,2005,1,NA,1,1,3
6547,2007,2,3,1,0,NA
6547,2011,4,3,1,0,NA
6547,2013,4,3,4,1,4
6548,2005,NA,NA,NA,NA,NA
6548,2007,NA,NA,NA,NA,NA
6548,2011,NA,NA,NA,NA,NA
6548,2013,NA,NA,NA,NA,NA
6549,2005,1,NA,1,0,NA
6549,2007,NA,NA,NA,NA,NA
6549,2011,1,NA,1,0,NA
6549,2013,1,NA,1,0,NA
6550,2005,2,3,1,0,NA
6550,2007,1,NA,1,0,NA
6550,2011,2,3,1,0,NA
6550,2013,2,3,3,1,1
6551,2005,NA,NA,NA,NA,NA
6551,2007,1,NA,1,0,NA
6551,2011,2,3,4,NA,NA
6551,2013,NA,NA,1,1,NA
6552,2005,1,NA,1,0,NA
6552,2007,1,NA,1,0,NA
6552,2011,1,NA,1,0,NA
6552,2013,1,NA,1,0,NA
6553,2005,1,NA,1,0,NA
6553,2007,1,NA,1,0,NA
6553,2011,NA,NA,NA,NA,NA
6553,2013,1,NA,1,0,NA
6554,2005,1,NA,1,1,1
6554,2007,1,NA,1,0,NA
6554,2011,1,NA,1,0,NA
6554,2013,NA,NA,NA,NA,NA
6555,2005,NA,NA,NA,NA,NA
6555,2007,NA,NA,NA,NA,NA
6555,2011,NA,NA,NA,NA,NA
6555,2013,NA,NA,NA,NA,NA
6556,2005,NA,NA,NA,NA,NA
6556,2007,NA,NA,NA,NA,NA
6556,2011,NA,NA,NA,NA,NA
6556,2013,NA,NA,NA,NA,NA
6557,2005,1,NA,1,0,NA
6557,2007,1,NA,2,NA,NA
6557,2011,2,NA,1,0,NA
6557,2013,2,1,1,0,NA
6558,2005,1,NA,1,1,1
6558,2007,3,3,1,0,NA
6558,2011,1,NA,1,0,NA
6558,2013,2,3,NA,1,1
6559,2005,1,NA,1,1,2
6559,2007,3,3,1,0,NA
6559,2011,1,NA,1,0,NA
6559,2013,NA,NA,NA,NA,NA
6560,2005,2,3,1,0,NA
6560,2007,NA,NA,NA,NA,NA
6560,2011,1,NA,1,0,NA
6560,2013,NA,NA,NA,NA,NA
6561,2005,1,NA,NA,NA,NA
6561,2007,3,3,2,0,NA
6561,2011,2,3,2,0,NA
6561,2013,2,3,1,0,NA
6562,2005,4,1,1,0,NA
6562,2007,2,NA,1,NA,NA
6562,2011,1,NA,1,0,NA
6562,2013,2,NA,1,NA,NA
6563,2005,2,3,2,1,1
6563,2007,2,3,1,0,NA
6563,2011,2,3,1,0,NA
6563,2013,3,3,1,1,1
6564,2005,NA,NA,NA,NA,NA
6564,2007,NA,NA,NA,NA,NA
6564,2011,NA,NA,NA,NA,NA
6564,2013,NA,NA,NA,NA,NA
6565,2005,NA,NA,NA,NA,NA
6565,2007,1,NA,1,1,1
6565,2011,3,3,1,0,NA
6565,2013,2,3,2,0,NA
6566,2005,NA,NA,1,0,NA
6566,2007,1,NA,1,0,NA
6566,2011,4,3,1,0,NA
6566,2013,NA,NA,1,0,NA
6567,2005,1,NA,1,0,NA
6567,2007,NA,NA,NA,NA,NA
6567,2011,1,NA,1,0,NA
6567,2013,1,NA,1,0,NA
6568,2005,2,3,1,0,NA
6568,2007,1,NA,1,0,NA
6568,2011,NA,NA,1,0,NA
6568,2013,1,NA,1,0,NA
6569,2005,1,NA,1,1,1
6569,2007,1,NA,1,0,NA
6569,2011,1,NA,1,1,1
6569,2013,1,NA,1,0,NA
6570,2005,1,NA,1,0,NA
6570,2007,3,2,1,0,NA
6570,2011,2,3,2,0,NA
6570,2013,1,NA,2,0,NA
6571,2005,NA,NA,1,1,1
6571,2007,1,NA,1,0,NA
6571,2011,2,3,2,1,1
6571,2013,2,NA,3,0,NA
6572,2005,1,NA,1,1,NA
6572,2007,2,3,3,0,NA
6572,2011,3,2,4,1,4
6572,2013,NA,NA,NA,NA,NA
6573,2005,4,3,1,0,NA
6573,2007,1,NA,1,0,NA
6573,2011,3,3,1,0,NA
6573,2013,2,3,1,1,1
6574,2005,1,NA,1,0,NA
6574,2007,1,NA,1,0,NA
6574,2011,1,NA,1,0,NA
6574,2013,1,NA,1,0,NA
6575,2005,2,2,1,0,NA
6575,2007,2,2,2,1,1
6575,2011,1,NA,1,0,NA
6575,2013,1,NA,1,0,NA
6576,2005,NA,NA,NA,NA,NA
6576,2007,NA,NA,NA,NA,NA
6576,2011,NA,NA,NA,NA,NA
6576,2013,NA,NA,NA,NA,NA
6577,2005,2,NA,1,0,NA
6577,2007,1,NA,1,0,NA
6577,2011,2,3,1,0,NA
6577,2013,NA,NA,2,0,NA
6578,2005,NA,NA,NA,NA,NA
6578,2007,NA,NA,NA,NA,NA
6578,2011,NA,NA,NA,NA,NA
6578,2013,NA,NA,NA,NA,NA
6579,2005,1,NA,1,0,NA
6579,2007,1,NA,1,0,NA
6579,2011,NA,NA,NA,NA,NA
6579,2013,1,NA,1,0,NA
6580,2005,1,NA,1,0,NA
6580,2007,1,NA,1,1,2
6580,2011,2,3,2,0,NA
6580,2013,2,3,2,0,NA
6581,2005,1,NA,2,0,NA
6581,2007,1,NA,NA,0,NA
6581,2011,1,NA,2,0,NA
6581,2013,1,NA,1,0,NA
6582,2005,NA,NA,NA,NA,NA
6582,2007,NA,NA,NA,NA,NA
6582,2011,NA,NA,NA,NA,NA
6582,2013,NA,NA,NA,NA,NA
6583,2005,4,3,2,1,1
6583,2007,2,3,3,1,2
6583,2011,1,NA,2,1,1
6583,2013,1,NA,2,1,1
6584,2005,1,NA,2,1,1
6584,2007,2,3,1,0,NA
6584,2011,NA,NA,NA,NA,NA
6584,2013,NA,NA,NA,NA,NA
6585,2005,3,3,1,0,NA
6585,2007,1,NA,1,0,NA
6585,2011,1,NA,1,0,NA
6585,2013,1,NA,1,0,NA
6586,2005,3,3,1,1,2
6586,2007,1,NA,1,0,NA
6586,2011,2,3,1,0,NA
6586,2013,4,3,1,0,NA
6587,2005,1,NA,1,0,NA
6587,2007,1,NA,1,0,NA
6587,2011,1,NA,1,0,NA
6587,2013,1,NA,1,0,NA
6588,2005,1,NA,1,0,NA
6588,2007,1,NA,1,0,NA
6588,2011,1,NA,1,0,NA
6588,2013,1,NA,1,0,NA
6589,2005,1,NA,1,NA,NA
6589,2007,1,NA,NA,NA,NA
6589,2011,1,NA,2,0,NA
6589,2013,1,NA,1,0,NA
6590,2005,1,NA,1,1,1
6590,2007,1,NA,1,0,NA
6590,2011,1,NA,1,0,NA
6590,2013,1,NA,1,0,NA
6591,2005,NA,NA,NA,NA,NA
6591,2007,1,NA,1,0,NA
6591,2011,1,NA,1,0,NA
6591,2013,2,2,1,0,NA
6592,2005,NA,NA,NA,NA,NA
6592,2007,NA,NA,NA,NA,NA
6592,2011,2,3,1,1,1
6592,2013,NA,NA,NA,NA,NA
6593,2005,NA,NA,NA,NA,NA
6593,2007,1,NA,1,0,NA
6593,2011,1,NA,1,0,NA
6593,2013,NA,NA,NA,NA,NA
6594,2005,4,3,1,1,NA
6594,2007,1,NA,1,0,NA
6594,2011,NA,NA,NA,NA,NA
6594,2013,NA,NA,NA,NA,NA
6595,2005,1,NA,1,0,NA
6595,2007,1,NA,1,0,NA
6595,2011,1,NA,1,0,NA
6595,2013,1,NA,1,0,NA
6596,2005,1,NA,1,1,1
6596,2007,NA,NA,NA,NA,NA
6596,2011,1,NA,1,0,NA
6596,2013,NA,NA,NA,NA,NA
6597,2005,2,3,1,0,NA
6597,2007,1,NA,1,0,NA
6597,2011,1,NA,1,0,NA
6597,2013,2,3,NA,0,NA
6598,2005,1,NA,1,0,NA
6598,2007,1,NA,1,0,NA
6598,2011,1,NA,1,0,NA
6598,2013,1,NA,1,0,NA
6599,2005,2,3,2,0,NA
6599,2007,2,3,1,1,1
6599,2011,1,NA,1,0,NA
6599,2013,1,NA,1,0,NA
6600,2005,2,2,2,0,NA
6600,2007,NA,NA,NA,NA,NA
6600,2011,2,3,1,0,NA
6600,2013,2,3,1,0,NA
6601,2005,1,NA,1,0,NA
6601,2007,1,NA,1,0,NA
6601,2011,1,NA,1,0,NA
6601,2013,1,NA,1,0,NA
6602,2005,1,NA,1,1,2
6602,2007,1,NA,1,0,NA
6602,2011,1,NA,1,0,NA
6602,2013,1,NA,1,0,NA
6603,2005,1,NA,1,0,NA
6603,2007,1,NA,1,1,1
6603,2011,1,NA,1,0,NA
6603,2013,1,NA,1,0,NA
6604,2005,1,NA,1,0,NA
6604,2007,1,NA,1,1,1
6604,2011,2,3,1,0,NA
6604,2013,2,3,2,1,1
6605,2005,1,NA,1,0,NA
6605,2007,1,NA,1,0,NA
6605,2011,1,NA,1,0,NA
6605,2013,1,NA,1,0,NA
6606,2005,1,NA,1,0,NA
6606,2007,1,NA,1,0,NA
6606,2011,1,NA,1,1,1
6606,2013,1,NA,1,0,NA
6607,2005,1,NA,1,0,NA
6607,2007,1,NA,1,0,NA
6607,2011,1,NA,1,0,NA
6607,2013,1,NA,1,0,NA
6608,2005,1,NA,1,0,NA
6608,2007,4,3,4,0,NA
6608,2011,1,NA,1,1,1
6608,2013,2,NA,1,1,1
6609,2005,1,NA,1,0,NA
6609,2007,1,NA,1,0,NA
6609,2011,1,NA,1,0,NA
6609,2013,1,NA,1,0,NA
6610,2005,2,2,2,0,NA
6610,2007,1,NA,1,0,NA
6610,2011,1,NA,2,1,1
6610,2013,1,NA,1,0,NA
6611,2005,1,NA,1,0,NA
6611,2007,2,3,1,0,NA
6611,2011,1,NA,1,0,NA
6611,2013,1,NA,1,0,NA
6612,2005,1,NA,1,0,NA
6612,2007,1,NA,1,0,NA
6612,2011,2,3,1,0,NA
6612,2013,1,NA,1,0,NA
6613,2005,1,NA,1,0,NA
6613,2007,1,NA,1,0,NA
6613,2011,1,NA,1,0,NA
6613,2013,1,NA,1,0,NA
6614,2005,1,NA,1,0,NA
6614,2007,1,NA,1,0,NA
6614,2011,1,NA,2,0,NA
6614,2013,1,NA,1,0,NA
6615,2005,NA,NA,NA,NA,NA
6615,2007,1,NA,1,0,NA
6615,2011,NA,NA,NA,NA,NA
6615,2013,NA,NA,NA,0,NA
6616,2005,NA,NA,NA,NA,NA
6616,2007,NA,NA,NA,NA,NA
6616,2011,NA,NA,NA,NA,NA
6616,2013,NA,NA,NA,NA,NA
6617,2005,2,2,1,0,NA
6617,2007,1,NA,1,0,NA
6617,2011,NA,NA,NA,NA,NA
6617,2013,NA,NA,NA,NA,NA
6618,2005,3,3,2,1,1
6618,2007,2,3,2,1,2
6618,2011,2,3,2,1,2
6618,2013,2,3,2,1,1
6619,2005,NA,NA,NA,NA,NA
6619,2007,NA,NA,NA,NA,NA
6619,2011,1,NA,1,0,NA
6619,2013,2,3,3,1,1
6620,2005,1,NA,1,0,NA
6620,2007,2,3,1,0,NA
6620,2011,4,3,1,1,1
6620,2013,3,3,2,0,NA
6621,2005,3,2,1,1,1
6621,2007,2,2,3,0,NA
6621,2011,1,NA,1,1,1
6621,2013,3,NA,2,0,NA
6622,2005,1,NA,1,0,NA
6622,2007,2,2,1,1,1
6622,2011,1,NA,1,0,NA
6622,2013,2,2,1,0,NA
6623,2005,1,NA,1,0,NA
6623,2007,1,NA,1,0,NA
6623,2011,1,NA,1,0,NA
6623,2013,1,NA,1,0,NA
6624,2005,2,3,1,0,NA
6624,2007,2,3,1,1,1
6624,2011,NA,NA,NA,NA,NA
6624,2013,1,NA,1,1,2
6625,2005,1,NA,1,0,NA
6625,2007,1,NA,1,0,NA
6625,2011,NA,NA,NA,NA,NA
6625,2013,NA,NA,NA,NA,NA
6626,2005,1,NA,1,1,1
6626,2007,NA,NA,NA,NA,NA
6626,2011,NA,NA,NA,NA,NA
6626,2013,NA,NA,NA,NA,NA
6627,2005,1,NA,1,1,1
6627,2007,1,NA,1,0,NA
6627,2011,1,NA,1,0,NA
6627,2013,1,NA,1,1,1
6628,2005,1,NA,1,0,NA
6628,2007,2,NA,1,0,NA
6628,2011,1,NA,1,0,NA
6628,2013,2,1,NA,0,NA
6629,2005,2,3,1,1,1
6629,2007,1,NA,1,0,NA
6629,2011,2,2,1,0,NA
6629,2013,2,3,1,0,NA
6630,2005,4,2,2,0,NA
6630,2007,1,NA,1,0,NA
6630,2011,2,3,1,1,1
6630,2013,2,3,1,1,1
6631,2005,2,3,4,1,NA
6631,2007,1,NA,1,0,NA
6631,2011,1,NA,1,0,NA
6631,2013,1,NA,1,0,NA
6632,2005,1,NA,1,1,1
6632,2007,1,NA,1,0,NA
6632,2011,1,NA,1,0,NA
6632,2013,1,NA,1,0,NA
6633,2005,1,NA,1,0,NA
6633,2007,1,NA,1,0,NA
6633,2011,1,NA,1,0,NA
6633,2013,1,NA,1,0,NA
6634,2005,1,NA,1,0,NA
6634,2007,2,3,NA,1,1
6634,2011,1,NA,1,0,NA
6634,2013,1,NA,1,0,NA
6635,2005,1,NA,1,0,NA
6635,2007,1,NA,1,0,NA
6635,2011,1,NA,1,0,NA
6635,2013,1,NA,1,0,NA
6636,2005,NA,NA,NA,NA,NA
6636,2007,NA,NA,NA,NA,NA
6636,2011,NA,NA,NA,NA,NA
6636,2013,NA,NA,NA,NA,NA
6637,2005,NA,NA,NA,NA,NA
6637,2007,NA,NA,NA,NA,NA
6637,2011,NA,NA,NA,NA,NA
6637,2013,NA,NA,NA,NA,NA
6638,2005,NA,NA,NA,NA,NA
6638,2007,NA,NA,NA,NA,NA
6638,2011,NA,NA,NA,NA,NA
6638,2013,NA,NA,NA,NA,NA
6639,2005,2,NA,1,0,NA
6639,2007,2,2,1,0,NA
6639,2011,1,NA,1,0,NA
6639,2013,2,2,2,1,2
6640,2005,1,NA,1,0,NA
6640,2007,1,NA,1,0,NA
6640,2011,1,NA,1,0,NA
6640,2013,1,NA,1,0,NA
6641,2005,1,NA,1,1,1
6641,2007,1,NA,1,0,NA
6641,2011,1,NA,1,0,NA
6641,2013,1,NA,1,0,NA
6642,2005,NA,NA,NA,NA,NA
6642,2007,NA,NA,NA,NA,NA
6642,2011,NA,NA,NA,NA,NA
6642,2013,NA,NA,NA,NA,NA
6643,2005,NA,NA,NA,NA,NA
6643,2007,NA,NA,NA,NA,NA
6643,2011,1,NA,1,0,NA
6643,2013,NA,NA,NA,NA,NA
6644,2005,NA,NA,NA,NA,NA
6644,2007,NA,NA,NA,NA,NA
6644,2011,NA,NA,1,1,1
6644,2013,NA,NA,NA,NA,NA
6645,2005,1,NA,1,0,NA
6645,2007,1,NA,1,NA,NA
6645,2011,2,3,1,0,NA
6645,2013,1,NA,1,0,NA
6646,2005,1,NA,1,0,NA
6646,2007,1,NA,1,0,NA
6646,2011,NA,NA,NA,NA,NA
6646,2013,1,NA,1,0,NA
6647,2005,1,NA,1,0,NA
6647,2007,1,NA,1,0,NA
6647,2011,1,NA,1,0,NA
6647,2013,1,NA,NA,0,NA
6648,2005,NA,NA,1,0,NA
6648,2007,NA,NA,2,0,NA
6648,2011,2,3,1,NA,NA
6648,2013,NA,NA,1,0,NA
6649,2005,NA,NA,NA,NA,NA
6649,2007,1,NA,1,0,NA
6649,2011,NA,NA,NA,NA,NA
6649,2013,1,NA,1,0,NA
6650,2005,1,NA,1,1,1
6650,2007,2,1,NA,1,1
6650,2011,1,NA,1,1,1
6650,2013,1,NA,1,0,NA
6651,2005,2,3,1,0,NA
6651,2007,1,NA,2,0,NA
6651,2011,NA,NA,NA,NA,NA
6651,2013,2,1,1,1,2
6652,2005,1,NA,1,1,1
6652,2007,1,NA,1,0,NA
6652,2011,1,NA,1,1,1
6652,2013,2,3,1,1,1
6653,2005,1,NA,1,0,NA
6653,2007,1,NA,1,0,NA
6653,2011,1,NA,1,0,NA
6653,2013,1,NA,1,0,NA
6654,2005,NA,NA,NA,NA,NA
6654,2007,NA,NA,NA,NA,NA
6654,2011,NA,NA,NA,NA,NA
6654,2013,NA,NA,NA,NA,NA
6655,2005,1,NA,1,0,NA
6655,2007,2,2,NA,1,3
6655,2011,NA,NA,1,0,NA
6655,2013,2,2,2,1,2
6656,2005,NA,NA,NA,NA,NA
6656,2007,NA,NA,NA,NA,NA
6656,2011,NA,NA,NA,NA,NA
6656,2013,1,NA,1,1,2
6657,2005,1,NA,1,0,NA
6657,2007,1,NA,1,0,NA
6657,2011,1,NA,1,0,NA
6657,2013,1,NA,1,0,NA
6658,2005,1,NA,1,1,1
6658,2007,1,NA,1,0,NA
6658,2011,1,NA,1,0,NA
6658,2013,1,NA,1,0,NA
6659,2005,1,NA,1,0,NA
6659,2007,NA,NA,NA,NA,NA
6659,2011,NA,NA,NA,NA,NA
6659,2013,NA,NA,NA,NA,NA
6660,2005,1,NA,1,1,1
6660,2007,1,NA,1,0,NA
6660,2011,2,NA,1,0,NA
6660,2013,NA,NA,NA,NA,NA
6661,2005,NA,NA,NA,NA,NA
6661,2007,NA,NA,NA,NA,NA
6661,2011,NA,NA,NA,NA,NA
6661,2013,NA,NA,NA,NA,NA
6662,2005,NA,NA,1,0,NA
6662,2007,NA,NA,NA,0,NA
6662,2011,1,NA,1,0,NA
6662,2013,2,3,1,0,NA
6663,2005,1,NA,1,1,1
6663,2007,2,NA,1,0,NA
6663,2011,NA,NA,1,0,NA
6663,2013,3,NA,1,0,NA
6664,2005,4,3,4,0,NA
6664,2007,1,NA,1,0,NA
6664,2011,1,NA,1,0,NA
6664,2013,4,3,1,0,NA
6665,2005,2,1,2,0,NA
6665,2007,NA,NA,NA,0,NA
6665,2011,2,1,1,1,2
6665,2013,2,3,2,1,1
6666,2005,1,NA,1,0,NA
6666,2007,2,2,1,0,NA
6666,2011,1,NA,1,0,NA
6666,2013,2,3,1,0,NA
6667,2005,1,NA,1,0,NA
6667,2007,NA,NA,NA,NA,NA
6667,2011,2,3,1,0,NA
6667,2013,NA,NA,NA,NA,NA
6668,2005,NA,NA,2,0,NA
6668,2007,2,2,2,0,NA
6668,2011,3,3,2,0,NA
6668,2013,2,NA,NA,NA,NA
6669,2005,2,NA,1,0,NA
6669,2007,2,3,1,0,NA
6669,2011,1,NA,1,0,NA
6669,2013,2,NA,NA,NA,NA
6670,2005,1,NA,1,0,NA
6670,2007,1,NA,1,0,NA
6670,2011,1,NA,1,0,NA
6670,2013,1,NA,1,0,NA
6671,2005,NA,NA,NA,NA,NA
6671,2007,1,NA,1,0,NA
6671,2011,1,NA,1,0,NA
6671,2013,1,NA,1,0,NA
6672,2005,1,NA,1,0,NA
6672,2007,1,NA,1,0,NA
6672,2011,1,NA,1,0,NA
6672,2013,2,2,1,1,1
6673,2005,2,3,NA,0,NA
6673,2007,1,NA,1,0,NA
6673,2011,1,NA,1,1,1
6673,2013,1,NA,1,0,NA
6674,2005,1,NA,1,0,NA
6674,2007,1,NA,1,0,NA
6674,2011,2,3,1,0,NA
6674,2013,1,NA,3,1,1
6675,2005,1,NA,1,0,NA
6675,2007,1,NA,1,0,NA
6675,2011,1,NA,1,0,NA
6675,2013,NA,NA,NA,NA,NA
6676,2005,1,NA,1,0,NA
6676,2007,2,1,1,1,1
6676,2011,1,NA,1,0,NA
6676,2013,2,3,1,0,NA
6677,2005,1,NA,1,0,NA
6677,2007,1,NA,1,1,NA
6677,2011,1,NA,1,0,NA
6677,2013,1,NA,1,0,NA
6678,2005,NA,NA,NA,NA,NA
6678,2007,NA,NA,NA,NA,NA
6678,2011,NA,NA,NA,NA,NA
6678,2013,NA,NA,NA,NA,NA
6679,2005,1,NA,1,0,NA
6679,2007,1,NA,1,0,NA
6679,2011,1,NA,3,0,NA
6679,2013,1,NA,1,0,NA
6680,2005,1,NA,1,1,1
6680,2007,1,NA,1,0,NA
6680,2011,1,NA,1,0,NA
6680,2013,NA,NA,1,0,NA
6681,2005,1,NA,1,0,NA
6681,2007,NA,NA,1,0,NA
6681,2011,1,NA,NA,0,NA
6681,2013,NA,NA,NA,NA,NA
6682,2005,NA,NA,NA,NA,NA
6682,2007,NA,NA,NA,NA,NA
6682,2011,NA,NA,NA,NA,NA
6682,2013,NA,NA,NA,NA,NA
6683,2005,NA,NA,NA,NA,NA
6683,2007,NA,NA,NA,NA,NA
6683,2011,2,3,NA,NA,NA
6683,2013,4,3,2,1,4
6684,2005,2,3,2,1,1
6684,2007,2,3,1,0,NA
6684,2011,1,NA,1,0,NA
6684,2013,3,3,2,0,NA
6685,2005,1,NA,1,1,2
6685,2007,NA,NA,NA,NA,NA
6685,2011,1,NA,1,1,2
6685,2013,1,NA,2,1,1
6686,2005,1,NA,1,1,1
6686,2007,1,NA,1,1,1
6686,2011,1,NA,1,0,NA
6686,2013,1,NA,1,0,NA
6687,2005,1,NA,1,0,NA
6687,2007,1,NA,1,0,NA
6687,2011,1,NA,1,0,NA
6687,2013,1,NA,1,0,NA
6688,2005,1,NA,1,0,NA
6688,2007,1,NA,1,0,NA
6688,2011,1,NA,1,0,NA
6688,2013,1,NA,1,0,NA
6689,2005,1,NA,1,0,NA
6689,2007,1,NA,1,0,NA
6689,2011,1,NA,1,0,NA
6689,2013,1,NA,1,0,NA
6690,2005,NA,NA,NA,NA,NA
6690,2007,1,NA,1,1,1
6690,2011,1,NA,1,0,NA
6690,2013,NA,NA,1,0,NA
6691,2005,2,3,1,1,3
6691,2007,NA,NA,NA,NA,NA
6691,2011,NA,NA,NA,NA,NA
6691,2013,NA,NA,NA,NA,NA
6692,2005,NA,NA,NA,NA,NA
6692,2007,NA,NA,NA,NA,NA
6692,2011,NA,NA,NA,NA,NA
6692,2013,NA,NA,NA,NA,NA
6693,2005,1,NA,1,1,1
6693,2007,1,NA,1,0,NA
6693,2011,1,NA,1,0,NA
6693,2013,NA,NA,NA,NA,NA
6694,2005,1,NA,1,0,NA
6694,2007,1,NA,1,0,NA
6694,2011,1,NA,1,0,NA
6694,2013,1,NA,1,0,NA
6695,2005,1,NA,1,0,NA
6695,2007,2,NA,1,0,NA
6695,2011,NA,NA,NA,NA,NA
6695,2013,NA,NA,NA,NA,NA
6696,2005,1,NA,2,0,NA
6696,2007,2,2,1,1,1
6696,2011,2,3,2,1,1
6696,2013,1,NA,1,1,1
6697,2005,1,NA,1,0,NA
6697,2007,1,NA,1,0,NA
6697,2011,2,2,2,1,1
6697,2013,2,2,2,1,1
6698,2005,NA,NA,NA,NA,NA
6698,2007,NA,NA,NA,NA,NA
6698,2011,NA,NA,NA,NA,NA
6698,2013,NA,NA,NA,NA,NA
6699,2005,2,2,1,0,NA
6699,2007,1,NA,1,0,NA
6699,2011,2,3,1,0,NA
6699,2013,2,3,1,0,NA
6700,2005,2,3,1,0,NA
6700,2007,3,3,3,1,3
6700,2011,2,3,2,1,1
6700,2013,NA,NA,NA,NA,NA
6701,2005,1,NA,1,0,NA
6701,2007,1,NA,1,0,NA
6701,2011,1,NA,1,0,NA
6701,2013,1,NA,1,0,NA
6702,2005,NA,NA,NA,NA,NA
6702,2007,NA,NA,NA,NA,NA
6702,2011,NA,NA,NA,NA,NA
6702,2013,NA,NA,NA,NA,NA
6703,2005,1,NA,1,0,NA
6703,2007,NA,NA,NA,NA,NA
6703,2011,NA,NA,NA,NA,NA
6703,2013,NA,NA,NA,NA,NA
6704,2005,1,NA,1,0,NA
6704,2007,1,NA,1,1,NA
6704,2011,3,3,1,0,NA
6704,2013,2,NA,1,0,NA
6705,2005,NA,NA,NA,NA,NA
6705,2007,NA,NA,NA,NA,NA
6705,2011,NA,NA,NA,NA,NA
6705,2013,NA,NA,NA,NA,NA
6706,2005,1,NA,1,0,NA
6706,2007,1,NA,1,1,2
6706,2011,1,NA,1,0,NA
6706,2013,NA,NA,NA,NA,NA
6707,2005,1,NA,1,0,NA
6707,2007,1,NA,1,0,NA
6707,2011,NA,NA,1,0,NA
6707,2013,NA,NA,NA,0,NA
6708,2005,2,1,2,1,1
6708,2007,1,NA,1,NA,NA
6708,2011,2,3,NA,0,NA
6708,2013,1,NA,1,0,NA
6709,2005,1,NA,1,0,NA
6709,2007,1,NA,1,0,NA
6709,2011,1,NA,1,0,NA
6709,2013,1,NA,1,0,NA
6710,2005,1,NA,1,1,NA
6710,2007,1,NA,1,0,NA
6710,2011,1,NA,1,1,1
6710,2013,1,NA,1,0,NA
6711,2005,2,3,2,1,2
6711,2007,NA,NA,NA,NA,NA
6711,2011,NA,NA,NA,NA,NA
6711,2013,NA,NA,NA,NA,NA
6712,2005,1,NA,1,1,1
6712,2007,1,NA,2,0,NA
6712,2011,4,3,2,0,NA
6712,2013,4,3,2,0,NA
6713,2005,NA,NA,NA,NA,NA
6713,2007,NA,NA,NA,NA,NA
6713,2011,1,NA,1,0,NA
6713,2013,NA,NA,1,0,NA
6714,2005,1,NA,1,1,1
6714,2007,1,NA,1,0,NA
6714,2011,1,NA,1,0,NA
6714,2013,1,NA,1,0,NA
6715,2005,1,NA,1,0,NA
6715,2007,1,NA,1,0,NA
6715,2011,1,NA,1,0,NA
6715,2013,2,2,1,0,NA
6716,2005,1,NA,2,1,1
6716,2007,NA,NA,NA,NA,NA
6716,2011,2,3,1,1,1
6716,2013,2,3,1,0,NA
6717,2005,NA,NA,NA,NA,NA
6717,2007,NA,NA,NA,0,NA
6717,2011,NA,NA,NA,NA,NA
6717,2013,NA,NA,NA,NA,NA
6718,2005,2,3,1,1,1
6718,2007,2,3,1,1,2
6718,2011,2,3,1,1,1
6718,2013,2,3,1,1,1
6719,2005,2,3,1,0,NA
6719,2007,1,NA,1,1,1
6719,2011,1,NA,1,0,NA
6719,2013,2,3,1,1,2
6720,2005,1,NA,1,0,NA
6720,2007,NA,NA,NA,NA,NA
6720,2011,NA,NA,NA,NA,NA
6720,2013,1,NA,1,1,1
6721,2005,1,NA,1,0,NA
6721,2007,1,NA,1,0,NA
6721,2011,2,3,NA,0,NA
6721,2013,1,NA,1,0,NA
6722,2005,1,NA,1,0,NA
6722,2007,1,NA,1,0,NA
6722,2011,1,NA,1,0,NA
6722,2013,NA,NA,NA,NA,NA
6723,2005,1,NA,1,0,NA
6723,2007,1,NA,1,0,NA
6723,2011,1,NA,1,0,NA
6723,2013,1,NA,1,0,NA
6724,2005,1,NA,1,0,NA
6724,2007,4,2,1,0,NA
6724,2011,2,3,1,0,NA
6724,2013,1,NA,1,0,NA
6725,2005,2,3,1,1,1
6725,2007,2,3,1,0,NA
